Domaine,Specialite,Expertise,Complexite,Tps_Tot,Tps_Xplr,Tps_Xplo,Tps_RI,SW2a,SW2b,Docs,TG_Tot,FOFG,FOFD,SAE,Eleve
SVT,SES,novice,TC,5.378396,4.130334,5.067435,5.114938,0.0,0.0,1.0,0.0171235808832343,1,3,48,nidehes
SVT,S,expert,TC,5.238796,4.260024,4.579978,4.749852,1.0,0.0,2.0,0.0263040218849462,1,4,48,pocohs
SVT,S,expert,TC,5.453665,3.691612,4.50225,4.564702,0.0,0.0,1.0,0.0314594016421808,2,2,48,quhehs
SVT,SES,novice,TC,5.134814,3.778224,4.352144,4.45483,1.0,0.0,2.0,0.0444483954129256,3,2,42,saalfes
SVT,SES,novice,TC,5.11594,4.406625,4.583278,4.804902,1.0,0.0,2.0,0.0261048894457932,2,1,46,sosafes
SVT,SES,novice,TC,5.333044,4.049063,4.860356,4.92272,2.0,0.0,3.0,0.0137925327227839,3,2,41,temahes
SVT,SES,novice,TC,5.396903,3.875119,4.577492,4.656108,0.0,0.0,1.0,0.0529100529100529,1,1,44,thadhes
SVT,S,expert,TC,4.954893,3.226858,3.635283,3.778441,0.0,0.0,1.0,0.231588698471515,1,1,33,yalafs
SVT,SES,novice,TR,5.45862,4.870427,4.650696,5.075343,2.0,1.0,3.0,0.0223513634331694,3,4,39,albofes
SVT,S,expert,TR,5.3803,4.460161,5.157448,5.23691,2.0,1.0,3.0,0.0139181750488876,1,2,51,algohs
SVT,SES,novice,TR,5.572057,4.168262,4.840464,4.924222,2.0,0.0,4.0,0.0,2,2,49,alhehes
SVT,S,expert,TR,5.610516,4.273001,4.876045,4.972758,0.0,0.0,3.0,0.0133031794598909,4,5,47,aljahs
SVT,SES,novice,TR,5.256958,3.954243,5.110593,5.139882,1.0,0.0,2.0,0.00775187789241944,1,1,43,amtafes
SVT,S,expert,TR,5.120574,3.778151,4.518514,4.591065,0.0,0.0,1.0,0.0303030303030303,2,3,52,Anmihs
SVT,SES,novice,TR,5.360783,4.848189,4.380229,4.975436,1.0,0.0,2.0,0.0416649306278905,1,1,35,ayrehes
SVT,SES,novice,TR,5.286133,4.621861,4.778672,5.008336,2.0,0.0,3.0,0.0332933812758024,5,5,49,bakafes
SVT,SES,novice,TR,5.535671,4.582052,5.059738,5.184535,0.0,1.0,1.0,0.0,2,1,47,camefes
SVT,SES,novice,TR,5.334452,4.021024,4.961435,5.008596,1.0,0.0,2.0,0.0,6,8,38,chfofes
SVT,S,expert,TR,5.290035,3.892095,4.755867,4.811568,0.0,0.0,2.0,0.0175441674415341,2,2,52,cofrhs
SVT,SES,novice,TR,5.108558,3.851136,4.281874,4.418881,1.0,0.0,2.0,0.104509588754768,3,3,36,DADEHES
SVT,SES,novice,TR,5.463146,4.712658,,,1.0,0.0,1.0,,3,5,44,dedjfes
SVT,S,expert,TR,5.436062,4.188872,4.8203,4.911493,1.0,0.0,2.0,0.030250321409665,2,5,48,emhufs
SVT,S,expert,TR,5.303848,4.161398,4.477078,4.64834,1.0,0.0,1.0,0.0333366670000333,1,1,49,enjahs
SVT,S,expert,TR,5.85309,4.850805,5.62322,5.690991,3.0,2.0,4.0,0.00476222224338765,2,1,44,ervifs
SVT,S,expert,TR,5.64365,4.440925,5.285553,5.343604,0.0,1.0,2.0,0.0103628016870641,1,4,50,fajahs
SVT,S,expert,TR,5.3656,4.022263,4.700297,4.783038,0.0,0.0,1.0,0.0,3,1,47,fesahs
SVT,S,expert,TR,5.134496,4.152288,4.264723,4.513164,0.0,1.0,1.0,0.108719286801479,2,4,45,gabahs
SVT,SES,novice,TR,5.497622,3.875466,5.237586,5.256054,0.0,0.0,1.0,0.00578646776648131,4,4,36,gagohes
SVT,SES,novice,TR,5.18041,3.477266,4.609605,4.640501,0.0,0.0,4.0,0.0,3,4,49,inmofes
SVT,SES,novice,TR,5.213518,4.444045,4.397992,4.722659,0.0,0.0,1.0,0.0,3,3,43,jagufes
SVT,SES,novice,TR,5.195349,4.646394,4.866293,5.071145,1.0,1.0,2.0,0.0272105141426647,3,4,42,jarufes
SVT,SES,novice,TR,5.791199,5.014516,5.441533,5.57955,5.0,3.0,5.0,0.0,8,2,33,jugufes
SVT,S,expert,TR,5.59562,3.69223,4.928816,4.953301,0.0,0.0,1.0,0.0117810607667114,1,1,50,lagifs
SVT,S,expert,TR,5.119249,4.11391,4.819524,4.897605,0.0,1.0,1.0,0.0151522038880555,1,1,45,leyafs
SVT,S,expert,TR,5.440438,4.363593,4.90849,5.017451,0.0,0.0,1.0,0.0123455265984371,1,1,50,lobrfs
SVT,S,expert,TR,5.787346,4.080518,5.449176,5.467373,0.0,0.0,1.0,0.00355487301993573,2,2,50,macofs
SVT,SES,novice,TR,5.745698,4.532742,5.161652,5.253323,3.0,1.0,5.0,0.0137840725042214,3,6,35,madefes
SVT,S,expert,TR,5.386522,4.477353,4.732064,4.92415,1.0,1.0,2.0,0.018532589558739,1,1,46,magofs
SVT,SES,novice,TR,5.439179,3.477266,5.046815,5.058361,2.0,0.0,1.0,0.0,2,4,44,masahes
SVT,S,expert,TR,5.667259,4.998408,5.238104,5.435617,3.0,2.0,6.0,0.00577957843754877,3,4,47,matohs
SVT,SES,novice,TR,,,,,,,,,3,5,40,mebohes
SVT,S,expert,TR,5.751723,4.547861,5.208049,5.293939,2.0,2.0,3.0,0.0,1,2,47,mekafs
SVT,SES,novice,TR,5.576111,4.964745,5.137348,5.360595,1.0,1.0,2.0,0.0,2,4,48,nidehes
SVT,S,expert,TR,5.643355,4.953272,5.211916,5.4026,5.0,0.0,6.0,0.0122776215791477,1,5,48,pocohs
SVT,S,expert,TR,6.23794,5.032325,5.504377,5.630589,9.0,1.0,11.0,0.0031305665386265,3,2,48,quhehs
SVT,SES,novice,TR,4.68576,3.477121,4.255297,4.32224,0.0,0.0,1.0,0.0,7,9,42,saalfes
SVT,SES,novice,TR,5.395849,4.30963,4.919089,5.014529,0.0,2.0,1.0,0.0,3,5,46,sosafes
SVT,SES,novice,TR,5.656097,5.14755,5.381721,5.581261,6.0,5.0,9.0,0.0,5,5,41,temahes
SVT,SES,novice,TR,5.63567,4.079181,5.07985,5.121182,0.0,0.0,1.0,0.0,3,3,44,thadhes
SVT,S,expert,TR,5.51643,4.404646,4.744058,4.907728,2.0,1.0,4.0,0.0360555255092843,1,1,33,yalafs
SVT,SES,novice,TR,5.276747,4.986355,4.661519,5.154655,2.0,0.0,3.0,0.0,3,4,39,albofes
SVT,S,expert,TR,5.760498,4.957234,5.532466,5.634876,3.0,2.0,4.0,0.0,2,2,51,algohs
SVT,SES,novice,TR,5.512418,4.521295,4.983622,5.112307,3.0,1.0,4.0,0.0,1,1,49,alhehes
SVT,S,expert,TR,5.951046,3.892095,5.543268,5.552858,1.0,0.0,2.0,0.00286240969097425,5,7,47,aljahs
SVT,SES,novice,TR,5.396722,4.269513,5.113609,5.171726,1.0,0.0,2.0,0.0,1,2,43,amtafes
SVT,S,expert,TR,5.180413,3.653502,4.352105,4.431348,0.0,0.0,1.0,0.0,3,5,52,Anmihs
SVT,SES,novice,TR,5.57206,5.078109,4.906313,5.301681,2.0,1.0,3.0,0.0,1,1,35,ayrehes
SVT,SES,novice,TR,5.57831,5.056855,5.020146,5.339918,4.0,0.0,6.0,0.0,5,4,49,bakafes
SVT,SES,novice,TR,5.368103,4.523278,4.958095,5.094003,1.0,0.0,3.0,0.0,6,3,47,camefes
SVT,SES,novice,TR,5.415978,4.991226,4.089905,5.042576,0.0,0.0,1.0,0.0813008130081301,6,8,38,chfofes
SVT,S,expert,TR,5.264818,4.344314,4.857332,4.973571,0.0,0.0,1.0,0.0,2,3,52,cofrhs
SVT,SES,novice,TR,5.510198,4.818206,5.006894,5.223748,1.0,2.0,2.0,0.0,5,5,36,DADEHES
SVT,SES,novice,TR,5.67706,4.380139,4.079254,4.556278,0.0,0.0,3.0,0.0,4,3,44,dedjfes
SVT,S,expert,TR,5.332162,4.033705,4.739636,4.817665,1.0,0.0,2.0,0.0,4,5,48,emhufs
SVT,S,expert,TR,5.648653,4.602809,5.147766,5.256713,2.0,3.0,4.0,0.0,1,2,49,enjahs
SVT,S,expert,TR,5.870754,4.409341,5.113409,5.191744,1.0,2.0,2.0,0.0154035736290819,6,5,44,ervifs
SVT,S,expert,TR,5.370143,3.778151,4.946943,4.975432,1.0,0.0,2.0,0.0,1,6,50,fajahs
SVT,S,expert,TR,5.595986,5.016373,5.125465,5.375365,5.0,2.0,6.0,0.0,2,4,47,fesahs
SVT,S,expert,TR,5.552791,4.898665,5.20688,5.380589,3.0,2.0,4.0,0.0,4,5,45,gabahs
SVT,SES,novice,TR,5.999896,5.256646,5.448303,5.663992,3.0,1.0,4.0,0.0,3,3,36,gagohes
SVT,SES,novice,TR,5.439175,4.849364,5.095344,5.290571,3.0,1.0,5.0,0.0,3,4,49,inmofes
SVT,SES,novice,TR,5.884115,4.782981,5.577523,5.642166,1.0,1.0,2.0,0.0,4,5,43,jagufes
SVT,SES,novice,TR,5.098986,4.142921,4.848177,4.926317,0.0,0.0,1.0,0.0,7,7,42,jarufes
SVT,SES,novice,TR,5.790004,4.489987,5.575765,5.610023,3.0,2.0,7.0,0.00265604249667995,5,8,33,jugufes
SVT,S,expert,TR,5.917068,5.190057,5.417189,5.619335,1.0,3.0,2.0,0.0,1,2,50,lagifs
SVT,S,expert,TR,5.289152,4.012837,4.837588,4.898176,1.0,0.0,2.0,0.0145348837209302,2,4,45,leyafs
SVT,S,expert,TR,5.721975,4.939015,5.269233,5.435811,1.0,1.0,2.0,0.0,1,4,50,lobrfs
SVT,S,expert,TR,5.888285,4.294665,5.130456,5.189622,4.0,0.0,5.0,0.0,3,4,50,macofs
SVT,SES,novice,TR,5.288026,3.875003,4.939514,4.975423,0.0,0.0,1.0,0.0,3,3,35,madefes
SVT,S,expert,TR,5.384267,4.12215,4.879744,4.949688,0.0,0.0,1.0,0.0,3,4,46,magofs
SVT,SES,novice,TR,5.556782,4.901714,5.139256,5.337557,4.0,0.0,2.0,0.0,5,8,44,masahes
SVT,S,expert,TR,5.440148,4.157366,4.732675,4.835069,1.0,0.0,2.0,0.0370130470991024,3,4,47,matohs
SVT,SES,novice,TR,5.078348,4.017993,4.640481,4.733382,1.0,0.0,2.0,0.0,7,8,40,mebohes
SVT,S,expert,TR,5.309294,4.210104,5.065953,5.122616,4.0,1.0,5.0,0.0,3,3,47,mekafs
SVT,SES,novice,TR,5.353235,5.061441,4.973128,5.320555,3.0,0.0,4.0,0.0,2,4,48,nidehes
SVT,S,expert,TR,5.734161,4.72999,4.89706,5.12254,1.0,0.0,2.0,0.0253495063183645,1,5,48,pocohs
SVT,S,expert,TR,5.700514,4.461469,5.291033,5.350998,3.0,0.0,4.0,0.0,3,4,48,quhehs
SVT,SES,novice,TR,5.639485,4.556411,5.398971,5.457281,2.0,0.0,3.0,0.0,3,4,42,saalfes
SVT,SES,novice,TR,5.13418,3.986772,4.604215,4.698092,1.0,0.0,2.0,0.0,5,6,46,sosafes
SVT,SES,novice,TR,5.437594,5.027602,4.649325,5.17944,2.0,6.0,3.0,0.0224220273997175,4,5,41,temahes
SVT,SES,novice,TR,5.510211,3.653213,5.139293,5.153248,0.0,0.0,1.0,0.0145123136981729,2,2,44,thadhes
SVT,S,expert,TR,5.417968,4.573057,4.948941,5.101486,2.0,3.0,4.0,0.0,1,1,33,yalafs
SVT,SES,novice,TI,5.258074,4.789292,4.802952,5.097205,1.0,3.0,4.0,0.0,4,6,39,albofes
SVT,S,expert,TI,5.289983,3.781396,5.042071,5.06527,0.0,0.0,1.0,0.0181534328141452,3,5,51,algohs
SVT,SES,novice,TI,5.502153,4.591053,4.431348,4.819531,1.0,0.0,1.0,0.0740768176599133,2,2,49,alhehes
SVT,S,expert,TI,5.912966,4.418467,5.628751,5.654719,0.0,0.0,1.0,0.00235098294596971,5,4,47,aljahs
SVT,SES,novice,TI,5.277838,4.322178,4.893085,4.996407,3.0,1.0,4.0,0.0127913223669063,3,2,43,amtafes
SVT,S,expert,TI,5.362296,4.456062,4.916543,5.045702,1.0,2.0,4.0,0.0121187149314687,7,5,52,Anmihs
SVT,SES,novice,TI,5.378216,5.19475,4.683947,5.31151,3.0,2.0,3.0,0.0,1,1,35,ayrehes
SVT,SES,novice,TI,5.753777,5.284496,5.443398,5.672204,6.0,2.0,8.0,0.00720497431426657,5,5,49,bakafes
SVT,SES,novice,TI,5.487565,4.943509,4.885259,5.21639,1.0,3.0,3.0,0.0,5,6,47,camefes
SVT,SES,novice,TI,5.32838,3.778296,4.778137,4.819544,0.0,0.0,1.0,0.0166672222407414,7,7,38,chfofes
SVT,S,expert,TI,5.645226,4.776476,5.428834,5.51614,6.0,2.0,6.0,0.00745067652142815,2,6,52,cofrhs
SVT,SES,novice,TI,5.225309,3.476832,4.653743,4.681721,0.0,0.0,1.0,0.0,3,6,36,DADEHES
SVT,SES,novice,TI,5.476107,4.255297,4.800064,4.909053,1.0,0.0,2.0,0.0316932097298154,6,3,44,dedjfes
SVT,S,expert,TI,5.950094,5.353526,5.597661,5.793557,7.0,5.0,10.0,0.0,4,5,48,emhufs
SVT,S,expert,TI,5.53199,4.585235,5.198269,5.293007,3.0,0.0,4.0,0.00633476710228748,4,3,49,enjahs
SVT,S,expert,TI,5.643057,4.401314,5.326143,5.374933,3.0,0.0,6.0,0.00943814710296075,4,5,44,ervifs
SVT,S,expert,TI,5.627572,4.624303,5.148291,5.261979,1.0,2.0,3.0,0.00710737105452064,3,7,50,fajahs
SVT,S,expert,TI,5.455758,3.819676,5.161718,5.18104,0.0,0.0,1.0,0.0137819828138674,4,5,47,fesahs
SVT,S,expert,TI,5.585122,4.831665,5.04921,5.254949,4.0,2.0,5.0,0.0178574617403882,5,6,45,gabahs
SVT,SES,novice,TI,5.871866,5.047026,5.087476,5.368752,2.0,3.0,3.0,0.0,3,2,36,gagohes
SVT,SES,novice,TI,5.302653,4.511549,5.017972,5.135769,2.0,1.0,4.0,0.0191892540177501,5,6,49,inmofes
SVT,SES,novice,TI,5.618883,4.58661,5.172086,5.272364,0.0,1.0,2.0,0.0134568673758436,4,4,43,jagufes
SVT,SES,novice,TI,5.487244,4.732394,5.338259,5.434411,2.0,4.0,4.0,0.00458924006773718,5,6,42,jarufes
SVT,SES,novice,TI,5.778245,4.919345,5.381613,5.510313,4.0,3.0,4.0,0.00830647572847792,7,6,33,jugufes
SVT,S,expert,TI,5.624129,4.657945,5.286459,5.378205,1.0,3.0,3.0,0.0103412081633497,1,2,50,lagifs
SVT,S,expert,TI,5.508662,4.255393,5.151039,5.203025,1.0,1.0,3.0,0.00706254590654839,3,4,45,leyafs
SVT,S,expert,TI,5.71567,4.4459,5.340971,5.393022,2.0,2.0,5.0,0.00456067060100517,1,4,50,lobrfs
SVT,S,expert,TI,5.64789,4.67819,5.037857,5.195268,3.0,3.0,5.0,0.00916523078051105,2,4,50,macofs
SVT,SES,novice,TI,5.469161,4.426104,4.880093,5.010931,0.0,1.0,2.0,0.0131797453673195,7,6,35,madefes
SVT,S,expert,TI,5.388643,4.583335,4.516892,4.852413,1.0,3.0,3.0,0.0608328010463242,9,3,46,magofs
SVT,SES,novice,TI,5.786471,4.43022,5.643427,5.669227,0.0,2.0,3.0,0.0,4,8,44,masahes
SVT,S,expert,TI,5.830114,4.672357,5.14834,5.273564,1.0,1.0,2.0,0.0,3,3,47,matohs
SVT,SES,novice,TI,6.08328,5.139914,5.839327,5.918435,6.0,5.0,8.0,0.00289536163066767,8,9,40,mebohes
SVT,S,expert,TI,5.568226,3.71617,5.312342,5.323211,0.0,0.0,2.0,0.00974288525804031,2,3,47,mekafs
SVT,SES,novice,TI,5.906064,4.380266,5.366641,5.409291,1.0,0.0,2.0,0.00429891194538662,3,4,48,nidehes
SVT,S,expert,TI,5.678063,4.563481,5.067116,5.185576,2.0,0.0,3.0,0.0171361985057235,1,8,48,pocohs
SVT,S,expert,TI,,,,,,,3.0,,3,4,48,quhehs
SVT,SES,novice,TI,4.758904,3.653116,4.380229,4.454845,0.0,0.0,1.0,0.0,3,3,42,saalfes
SVT,SES,novice,TI,5.195346,4.422015,4.717837,4.895671,2.0,0.0,2.0,0.0,4,8,46,sosafes
SVT,SES,novice,TI,5.587598,4.888786,4.736835,5.120452,2.0,6.0,4.0,0.0183301255613601,4,4,41,temahes
SVT,SES,novice,TI,5.579439,4.380247,5.081333,5.160162,3.0,0.0,4.0,0.0165842979866662,4,1,44,thadhes
SVT,S,expert,TI,5.412212,4.243286,5.094534,5.151762,3.0,1.0,6.0,0.0,1,1,33,yalafs
SVT,SES,novice,TI,5.34405,4.151737,4.859451,4.937187,1.0,0.0,2.0,0.0,5,6,39,albofes
SVT,S,expert,TI,5.438873,4.043166,4.912875,4.967866,1.0,0.0,2.0,0.0244430050230375,2,5,51,algohs
SVT,SES,novice,TI,5.71958,4.841078,5.332723,5.454076,3.0,2.0,6.0,0.00464811449235618,1,1,49,alhehes
SVT,S,expert,TI,5.566554,3.607026,5.252253,5.261974,0.0,0.0,1.0,0.00559431170385952,5,7,47,aljahs
SVT,SES,novice,TI,5.23325,4.423295,4.762664,4.926348,2.0,0.0,2.0,0.0,3,3,43,amtafes
SVT,S,expert,TI,5.278296,3.579669,4.866293,4.888179,0.0,0.0,1.0,0.0136052570713324,1,1,52,Anmihs
SVT,SES,novice,TI,5.538574,4.139911,5.379668,5.40398,0.0,1.0,1.0,0.00417188151856487,1,1,35,ayrehes
SVT,SES,novice,TI,5.638325,4.913798,5.377707,5.505987,3.0,0.0,4.0,0.00838152711424021,5,3,49,bakafes
SVT,SES,novice,TI,5.257679,3.875061,4.57402,4.653203,0.0,0.0,1.0,0.0,3,5,47,camefes
SVT,SES,novice,TI,5.452552,4.230474,5.120571,5.173186,0.0,0.0,1.0,0.0,3,4,38,chfofes
SVT,S,expert,TI,5.119253,4.176062,4.62328,4.75589,0.0,0.0,1.0,0.0476156465014404,3,8,52,cofrhs
