Domaine,Specialite,Expertise,Complexite,Tps_Tot,Tps_Xplr,Tps_Xplo,Tps_RI,SW2a,SW2b,Docs,TG_Tot,FOFG,FOFD,SAE,Eleve
BIOAP,ASSP,expert,TC,5.331277444,4.00877045,5.26250567,5.31252643,0.0,0.0,1.0,0.010927588,1.0,1.0,34,0806_LP1ASSP
BIOAP,ELEC,novice,TC,5.015175267,4.014184398,4.161427901,4.640053889,0.0,0.0,1.0,0.0,2.0,1.0,38,1106_mm1assp
BIOAP,ASSP,expert,TC,5.728592375,5.260348103,5.304063779,5.598039414,1.0,0.0,2.0,0.004965194,3.0,1.0,34,2405_CBRTASSP
BIOAP,ASSP,expert,TC,5.021693615,3.415974411,4.646021222,4.742615169,0.0,0.0,1.0,0.0,2.0,1.0,33,2405_CBTASSP
BIOAP,ASSP,expert,TC,5.007696581,3.664547962,4.631737934,4.766851382,0.0,0.0,1.0,0.046697331,1.0,1.0,35,2505_NRTASSP
BIOAP,ELEC,novice,TC,5.275951381,4.160378481,4.967884798,5.22217782,0.0,0.0,1.0,0.021535016,3.0,2.0,37,3105_LP1TCI
BIOAP,ELEC,novice,TC,5.315029405,4.527887566,5.032163278,5.181740717,0.0,0.0,1.0,0.018572344,2.0,2.0,32,3105_MR1TCI
BIOAP,ELEC,novice,TC,4.80176033,3.398113692,4.408409578,4.634295856,0.0,0.0,1.0,0.078094494,9.0,7.0,38,2405_J1sn
BIOAP,ELEC,novice,TC,5.410595044,4.73867752,5.069412772,5.260750933,3.0,3.0,5.0,0.017045794,4.0,7.0,33,2405_AJ1SN
BIOAP,ELEC,novice,TC,5.297081738,3.744449457,4.872535022,5.004308474,0.0,0.0,1.0,0.013411118,6.0,3.0,38,2405_L1SN
BIOAP,ELEC,novice,TC,5.469064653,5.058126015,5.150381834,5.455520919,3.0,3.0,3.0,0.0,3.0,2.0,29,2405_LV1SN
BIOAP,ELEC,novice,TC,5.428118589,4.932570151,5.092548717,5.349652394,2.0,2.0,3.0,0.016161486,3.0,4.0,36,2505_AGTCI
BIOAP,ELEC,novice,TC,5.519749263,4.794153309,5.244962048,5.410809277,2.0,2.0,2.0,0.011378053,3.0,3.0,33,2505_DGTCI_2
BIOAP,ELEC,novice,TC,5.190244831,3.584444307,5.084533383,5.159353603,0.0,0.0,1.0,0.016462531,1.0,1.0,36,3105_TB1TCI
BIOAP,ELEC,novice,TC,4.696950188,4.065019214,4.120475217,4.596553114,0.0,0.0,1.0,0.151549595,2.0,2.0,38,0106_VQ1ASSP
BIOAP,ELEC,novice,TC,4.851808514,3.871981354,4.508731669,4.797350651,0.0,0.0,1.0,0.061986673,1.0,1.0,38,0106_TCV1ASSP
BIOAP,ELEC,novice,TC,5.320412184,4.188168859,5.128021035,5.21426617,1.0,1.0,1.0,0.0,2.0,1.0,34,0106_LM1ASSP
BIOAP,ASSP,expert,TC,5.029050826,3.864985461,4.612455364,4.94732587,1.0,1.0,3.0,0.048817399,3.0,3.0,30,0106_CB1ASSP
BIOAP,ELEC,novice,TC,5.262104465,4.47476971,5.057137175,5.232945313,2.0,2.0,4.0,0.017534477,2.0,2.0,31,0106_CE1ASSP
BIOAP,ELEC,novice,TC,5.367765791,4.962421429,4.948349382,5.310742154,5.0,5.0,5.0,0.02252582,4.0,5.0,32,0806_JA1ASSP
BIOAP,ELEC,novice,TC,5.465022773,5.00343468,5.008259415,5.344543563,1.0,1.0,2.0,0.009811617,2.0,1.0,36,0806_AD1ASSP
BIOAP,ASSP,expert,TC,5.146844031,4.60022121,4.751725489,5.052847783,1.0,1.0,2.0,0.035424563,1.0,2.0,34,2405_ACTASSP
BIOAP,ASSP,expert,TC,5.063307083,3.858897957,4.736707171,4.891096807,0.0,0.0,1.0,0.036671006,4.0,2.0,33,2405_JBTASSP_2
BIOAP,ASSP,expert,TC,4.839327181,4.111800007,4.480926328,4.754203037,2.0,2.0,3.0,0.066085118,2.0,3.0,37,2505_mttassp
BIOAP,ASSP,expert,TC,5.252007882,4.654975063,4.831409011,5.160477535,1.0,1.0,2.0,0.029486348,2.0,3.0,35,2505_LCTASSP
BIOAP,ASSP,expert,TC,4.894133222,4.280145681,4.352394788,4.738518952,0.0,0.0,1.0,0.088845453,1.0,1.0,33,2505_NCTASSP
BIOAP,ASSP,expert,TC,5.108730728,4.551230355,4.796934939,5.030559245,1.0,1.0,3.0,0.031922365,3.0,2.0,27,3105_EMTASSP
BIOAP,ASSP,expert,TC,4.891810548,3.669130847,4.284001868,4.506220822,0.0,0.0,1.0,0.103998752,2.0,2.0,29,3105_LTTASSP
BIOAP,ELEC,novice,TC,5.439256883,4.915943023,5.057121944,5.33164186,0.0,0.0,1.0,0.017535092,4.0,3.0,35,0806_JR1ASSP
BIOAP,ASSP,expert,TC,5.004454652,4.039215766,4.705521613,4.899596187,0.0,0.0,2.0,0.039401103,2.0,2.0,34,0806_LP1ASSP
BIOAP,ELEC,novice,TC,4.70871826,3.651374944,4.079325987,4.583198774,0.0,0.0,1.0,0.083305565,2.0,1.0,38,1106_mm1assp
BIOAP,ASSP,expert,TC,5.268713668,4.527178619,4.832962131,5.110838769,1.0,1.0,3.0,0.029381087,5.0,5.0,34,2405_CBRTASSP
BIOAP,ASSP,expert,TC,,,,,,,,,2.0,1.0,33,2405_CBTASSP
BIOAP,ASSP,expert,TC,5.056157527,3.784545974,4.644428741,4.848102866,1.0,1.0,2.0,0.045352502,1.0,1.0,35,2505_NRTASSP
BIOAP,ELEC,novice,TC,5.28367203,4.683010996,5.026921219,5.229018506,2.0,2.0,2.0,0.009398938,4.0,4.0,37,3105_LP1TCI
BIOAP,ELEC,novice,TC,4.828266663,3.546295835,4.152869054,4.548045286,0.0,0.0,1.0,0.140656868,3.0,2.0,32,3105_MR1TCI
